investor_id,Average_Gap_Days,Total_Transactions,Total_Investment,SIP_Status
INV003738,41.375,9,889513,At Risk
INV003739,58.333333333333336,7,941571,At Risk
INV003740,31.1,11,1236535,Active
INV003741,50.75,9,563608,At Risk
INV003742,103.0,5,808139,At Risk
INV003743,63.4,6,827366,At Risk
INV003744,45.54545454545455,12,1604217,At Risk
INV003745,35.36363636363637,12,1958360,At Risk
INV003746,,1,356141,Active
INV003747,63.333333333333336,7,821969,At Risk
INV003748,36.90909090909091,12,1212942,At Risk
INV003749,68.5,5,364046,At Risk
INV003750,90.8,6,251486,At Risk
INV003751,80.2,6,321289,At Risk
INV003752,83.0,3,477604,At Risk
INV003753,134.0,2,17810,At Risk
INV003754,,1,549608,Active
INV003755,72.0,5,605209,At Risk
INV003756,55.125,9,773167,At Risk
INV003757,61.375,9,487952,At Risk
INV003758,97.75,5,282540,At Risk
INV003759,106.75,5,919479,At Risk
INV003760,113.0,3,458495,At Risk
INV003761,40.333333333333336,10,417186,At Risk
INV003762,51.714285714285715,8,996800,At Risk
INV003763,127.0,3,50583,At Risk
INV003764,143.0,2,166105,At Risk
INV003765,78.5,7,838965,At Risk
INV003766,45.0,12,1032643,At Risk
INV003767,39.36363636363637,12,769844,At Risk
INV003768,323.0,2,11363,At Risk
INV003769,65.57142857142857,8,1329674,At Risk
INV003770,36.0,2,313359,At Risk
INV003771,45.54545454545455,12,711262,At Risk
INV003772,36.8,11,697876,At Risk
INV003773,75.8,6,1125157,At Risk
INV003774,,1,8153,Active
INV003775,50.875,9,517027,At Risk
INV003776,341.0,2,361932,At Risk
INV003777,,1,12031,Active
INV003778,51.0,10,1216994,At Risk
INV003779,54.57142857142857,8,647438,At Risk
INV003780,44.666666666666664,10,722906,At Risk
INV003781,40.9,11,1339079,At Risk
INV003782,45.3,11,1445434,At Risk
INV003783,45.1,11,1328296,At Risk
INV003784,186.0,2,243086,At Risk
INV003785,61.833333333333336,7,386433,At Risk
INV003786,170.5,3,195047,At Risk
INV003787,46.0,12,660714,At Risk
INV003788,89.4,6,720969,At Risk
INV003789,70.33333333333333,7,1242976,At Risk
INV003790,,1,459153,Active
INV003791,47.1,11,1196173,At Risk
INV003792,42.333333333333336,7,602168,At Risk
INV003793,54.25,9,907332,At Risk
INV003794,38.5,11,1872555,At Risk
INV003795,36.90909090909091,12,1099859,At Risk
INV003796,88.0,2,444876,At Risk
INV003797,67.14285714285714,8,1771215,At Risk
INV003798,57.5,9,1054083,At Risk
INV003799,63.142857142857146,8,416766,At Risk
INV003800,127.33333333333333,4,586331,At Risk
INV003801,71.6,6,360674,At Risk
INV003802,,1,13397,Active
INV003803,76.33333333333333,7,1337295,At Risk
INV003804,129.0,4,774062,At Risk
INV003805,70.5,5,749216,At Risk
INV003806,69.16666666666667,7,787429,At Risk
INV003807,166.0,2,149626,At Risk
INV003808,45.666666666666664,10,1718145,At Risk
INV003809,73.8,6,1239105,At Risk
INV003810,62.285714285714285,8,2350686,At Risk
INV003811,48.9,11,1643813,At Risk
INV003812,39.7,11,1334596,At Risk
INV003813,58.714285714285715,8,700454,At Risk
INV003814,82.0,3,471143,At Risk
INV003815,42.18181818181818,12,1561443,At Risk
INV003816,90.33333333333333,4,937996,At Risk
INV003817,85.8,6,1218270,At Risk
INV003818,124.0,3,402107,At Risk
INV003819,51.75,5,288285,At Risk
INV003820,105.5,5,483253,At Risk
INV003821,79.33333333333333,7,804198,At Risk
INV003822,41.125,9,1612279,At Risk
INV003823,47.833333333333336,7,492715,At Risk
INV003824,39.0,12,1841368,At Risk
INV003825,58.0,8,530735,At Risk
INV003826,134.5,3,482358,At Risk
INV003827,,1,10093,Active
INV003828,25.0,10,1006033,Active
INV003829,40.18181818181818,12,456361,At Risk
INV003830,47.333333333333336,10,986735,At Risk
INV003831,,1,3340,Active
INV003832,61.57142857142857,8,420804,At Risk
INV003833,39.4,6,456418,At Risk
INV003834,68.2,6,244277,At Risk
INV003835,61.333333333333336,7,511145,At Risk
INV003836,70.0,7,636966,At Risk
INV003837,287.0,2,334381,At Risk
INV003838,159.5,3,974791,At Risk
INV003839,139.0,2,9224,At Risk
INV003840,64.5,3,60360,At Risk
INV003841,35.0,2,503535,Active
INV003842,156.5,3,720456,At Risk
INV003843,,1,25121,Active
INV003844,44.0,11,1195166,At Risk
INV003845,55.333333333333336,4,267787,At Risk
INV003846,70.0,8,737601,At Risk
INV003847,43.81818181818182,12,728655,At Risk
INV003848,43.5,9,1278238,At Risk
INV003849,55.142857142857146,8,857519,At Risk
INV003850,,1,43811,Active
INV003851,38.0,11,1061210,At Risk
INV003852,136.5,3,91972,At Risk
INV003853,57.25,9,1125858,At Risk
INV003854,64.25,5,187297,At Risk
INV003855,62.8,6,439652,At Risk
INV003856,52.25,5,200046,At Risk
INV003857,50.333333333333336,7,2161038,At Risk
INV003858,85.5,5,407811,At Risk
INV003859,65.25,5,526947,At Risk
INV003860,49.8,11,1430848,At Risk
INV003861,,1,128960,Active
INV003862,45.875,9,412044,At Risk
INV003863,471.0,2,6928,At Risk
INV003864,141.0,4,527430,At Risk
INV003865,56.77777777777778,10,633518,At Risk
INV003866,79.0,2,203152,At Risk
INV003867,86.66666666666667,4,504587,At Risk
INV003868,54.75,9,341572,At Risk
INV003869,109.25,5,278638,At Risk
INV003870,81.0,5,917476,At Risk
INV003871,100.0,4,687469,At Risk
INV003872,36.3,11,1036120,At Risk
INV003873,150.33333333333334,4,354071,At Risk
INV003874,47.125,9,1321969,At Risk
INV003875,,1,1064,Active
INV003876,50.0,10,1175061,At Risk
INV003877,49.8,6,663193,At Risk
INV003878,43.25,5,50637,At Risk
INV003879,243.0,2,61493,At Risk
INV003880,68.57142857142857,8,52016,At Risk
INV003881,,1,2997,Active
INV003882,69.33333333333333,7,737000,At Risk
INV003883,30.714285714285715,8,1010259,Active
INV003884,70.0,5,145853,At Risk
INV003885,59.666666666666664,7,211884,At Risk
INV003886,,1,1915,Active
INV003887,53.0,8,1306852,At Risk
INV003888,53.666666666666664,10,1404708,At Risk
INV003889,159.0,4,1138734,At Risk
INV003890,34.0,2,810017,Active
INV003891,55.25,5,572170,At Risk
INV003892,45.18181818181818,12,566340,At Risk
INV003893,154.0,3,353775,At Risk
INV003894,54.875,9,1431061,At Risk
INV003895,142.0,2,210801,At Risk
INV003896,59.0,8,630552,At Risk
INV003897,71.6,6,83553,At Risk
INV003898,130.66666666666666,4,790554,At Risk
INV003899,52.25,9,1218551,At Risk
INV003900,95.5,3,84971,At Risk
INV003901,41.666666666666664,10,1575680,At Risk
INV003902,54.111111111111114,10,1375351,At Risk
INV003903,35.2,11,1379099,At Risk
INV003904,91.25,5,385839,At Risk
INV003905,62.5,7,70428,At Risk
INV003906,49.6,11,352933,At Risk
INV003907,48.42857142857143,8,680403,At Risk
INV003908,47.125,9,1867760,At Risk
INV003909,51.42857142857143,8,1562872,At Risk
INV003910,54.42857142857143,8,846416,At Risk
INV003911,64.57142857142857,8,640165,At Risk
INV003912,58.875,9,819109,At Risk
INV003913,61.42857142857143,8,52158,At Risk
INV003914,51.0,2,103679,At Risk
INV003915,272.0,2,472905,At Risk
INV003916,41.77777777777778,10,1360318,At Risk
INV003917,294.0,2,5765,At Risk
INV003918,39.54545454545455,12,2255681,At Risk
INV003919,130.33333333333334,4,310861,At Risk
INV003920,42.54545454545455,12,1319862,At Risk
INV003921,90.0,2,3225,At Risk
INV003922,63.0,3,1016464,At Risk
INV003923,43.0,2,405790,At Risk
INV003924,231.0,2,53873,At Risk
INV003925,68.33333333333333,7,440551,At Risk
INV003926,68.28571428571429,8,1252558,At Risk
INV003927,182.0,2,189761,At Risk
INV003928,87.25,5,425522,At Risk
INV003929,67.0,3,546945,At Risk
INV003930,,1,406317,Active
INV003931,84.25,5,743504,At Risk
INV003932,76.33333333333333,4,40445,At Risk
INV003933,,1,8972,Active
INV003934,145.0,4,664589,At Risk
INV003935,262.0,2,401779,At Risk
INV003936,41.0,12,1946104,At Risk
INV003937,91.25,5,931665,At Risk
INV003938,38.3,11,1006945,At Risk
INV003939,159.0,2,17178,At Risk
INV003940,41.81818181818182,12,1321595,At Risk
INV003941,102.0,4,371895,At Risk
INV003942,70.28571428571429,8,732422,At Risk
INV003943,34.0,11,394148,Active
INV003944,166.0,2,97814,At Risk
INV003945,41.7,11,1094470,At Risk
INV003946,53.125,9,814585,At Risk
INV003947,56.5,7,781074,At Risk
INV003948,32.75,9,637358,Active
INV003949,71.5,5,477806,At Risk
INV003950,54.5,5,379239,At Risk
INV003951,61.625,9,1176864,At Risk
INV003952,43.625,9,449116,At Risk
INV003953,246.5,3,142737,At Risk
INV003954,79.25,5,167457,At Risk
INV003955,78.5,5,13434,At Risk
INV003956,92.0,5,714188,At Risk
INV003957,50.0,11,1721306,At Risk
INV003958,42.81818181818182,12,1271693,At Risk
INV003959,75.0,2,326111,At Risk
INV003960,76.0,6,527797,At Risk
INV003961,47.3,11,1355938,At Risk
INV003962,48.1,11,819322,At Risk
INV003963,48.666666666666664,4,17696,At Risk
INV003964,41.90909090909091,12,880434,At Risk
INV003965,,1,7547,Active
INV003966,61.0,4,558692,At Risk
INV003967,63.5,7,812947,At Risk
INV003968,51.333333333333336,10,1192347,At Risk
INV003969,175.0,2,9624,At Risk
INV003970,48.111111111111114,10,1408523,At Risk
INV003971,81.0,4,31623,At Risk
INV003972,52.625,9,1000401,At Risk
INV003973,52.0,9,1124006,At Risk
INV003974,44.54545454545455,12,1118434,At Risk
INV003975,41.6,11,1048728,At Risk
INV003976,88.25,5,116716,At Risk
INV003977,61.714285714285715,8,952898,At Risk
INV003978,53.0,10,787646,At Risk
INV003979,35.63636363636363,12,881940,At Risk
INV003980,155.0,4,156943,At Risk
INV003981,45.111111111111114,10,690352,At Risk
INV003982,62.166666666666664,7,1191664,At Risk
INV003983,121.66666666666667,4,974186,At Risk
INV003984,37.0,3,70321,At Risk
INV003985,77.5,7,153206,At Risk
INV003986,61.166666666666664,7,896839,At Risk
INV003987,52.0,9,558937,At Risk
INV003988,221.0,2,244804,At Risk
INV003989,50.875,9,1482555,At Risk
INV003990,184.5,3,252542,At Risk
INV003991,286.0,2,9861,At Risk
INV003992,84.6,6,205921,At Risk
INV003993,57.75,5,190848,At Risk
INV003994,,1,40466,Active
INV003995,50.6,6,1088542,At Risk
INV003996,59.5,9,724424,At Risk
INV003997,59.857142857142854,8,883260,At Risk
INV003998,154.66666666666666,4,350514,At Risk
INV003999,160.0,2,231704,At Risk
INV004000,,1,25217,Active
INV004001,33.22222222222222,10,658564,Active
INV004002,127.66666666666667,4,781596,At Risk
INV004003,43.375,9,1253306,At Risk
INV004004,34.18181818181818,12,752428,Active
INV004005,49.9,11,1371191,At Risk
INV004006,29.555555555555557,10,947553,Active
INV004007,46.25,9,504038,At Risk
INV004008,112.66666666666667,4,437026,At Risk
INV004009,49.666666666666664,10,814468,At Risk
INV004010,,1,279418,Active
INV004011,70.33333333333333,7,1150886,At Risk
INV004012,109.75,5,10321,At Risk
INV004013,,1,289965,Active
INV004014,49.5,11,610127,At Risk
INV004015,47.1,11,1681983,At Risk
INV004016,72.75,5,483221,At Risk
INV004017,31.3,11,1125221,Active
INV004018,80.33333333333333,7,1142387,At Risk
INV004019,69.85714285714286,8,783745,At Risk
INV004020,,1,417,Active
INV004021,,1,27282,Active
INV004022,177.0,3,495790,At Risk
INV004023,52.0,10,135403,At Risk
INV004024,36.09090909090909,12,1619728,At Risk
INV004025,62.2,6,657220,At Risk
INV004026,63.0,7,91979,At Risk
INV004027,75.0,4,880836,At Risk
INV004028,45.22222222222222,10,1419221,At Risk
INV004029,,1,10542,Active
INV004030,70.14285714285714,8,978260,At Risk
INV004031,72.0,2,13703,At Risk
INV004032,55.57142857142857,8,790132,At Risk
INV004033,56.25,9,1814603,At Risk
INV004034,224.0,2,341077,At Risk
INV004035,51.333333333333336,4,373062,At Risk
INV004036,61.6,6,965414,At Risk
INV004037,53.285714285714285,8,896166,At Risk
INV004038,44.27272727272727,12,1221885,At Risk
INV004039,198.0,2,32828,At Risk
INV004040,72.0,7,505628,At Risk
INV004041,138.33333333333334,4,545038,At Risk
INV004042,78.33333333333333,4,864780,At Risk
INV004043,100.75,5,587188,At Risk
INV004044,80.6,6,763173,At Risk
INV004045,45.5,7,273575,At Risk
INV004046,145.0,3,36574,At Risk
INV004047,63.0,2,250537,At Risk
INV004048,310.0,2,339114,At Risk
INV004049,32.3,11,1019101,Active
INV004050,56.0,8,732902,At Risk
INV004051,48.666666666666664,10,1488118,At Risk
INV004052,80.66666666666667,7,979750,At Risk
INV004053,159.0,2,289741,At Risk
INV004054,54.333333333333336,4,910752,At Risk
INV004055,,1,544,Active
INV004056,135.33333333333334,4,254924,At Risk
INV004057,13.5,3,158466,Active
INV004058,83.8,6,342628,At Risk
INV004059,250.5,3,222209,At Risk
INV004060,209.0,2,200561,At Risk
INV004061,100.0,4,496037,At Risk
INV004062,128.66666666666666,4,592764,At Risk
INV004063,36.0,12,1059126,At Risk
INV004064,41.63636363636363,12,2485177,At Risk
INV004065,99.66666666666667,4,1093927,At Risk
INV004066,50.111111111111114,10,1438671,At Risk
INV004067,53.0,8,583733,At Risk
INV004068,98.5,3,76846,At Risk
INV004069,48.5,9,778768,At Risk
INV004070,36.90909090909091,12,1046583,At Risk
INV004071,75.2,6,726271,At Risk
INV004072,137.0,2,522978,At Risk
INV004073,62.5,7,432216,At Risk
INV004074,47.0,3,46757,At Risk
INV004075,69.5,7,520435,At Risk
INV004076,76.2,6,398551,At Risk
INV004077,87.0,4,255753,At Risk
INV004078,53.375,9,1469459,At Risk
INV004079,50.666666666666664,10,1030788,At Risk
INV004080,62.714285714285715,8,1143023,At Risk
INV004081,165.0,4,549055,At Risk
INV004082,40.666666666666664,4,423498,At Risk
INV004083,15.0,2,150949,Active
INV004084,51.166666666666664,7,643554,At Risk
INV004085,51.666666666666664,10,641929,At Risk
INV004086,179.0,2,296646,At Risk
INV004087,77.33333333333333,4,352213,At Risk
INV004088,238.5,3,509501,At Risk
INV004089,49.25,9,1214466,At Risk
INV004090,122.5,5,382465,At Risk
INV004091,41.4,11,988186,At Risk
INV004092,350.0,2,276524,At Risk
INV004093,,1,21073,Active
INV004094,66.0,8,498658,At Risk
INV004095,111.66666666666667,4,236334,At Risk
INV004096,48.5,11,1935335,At Risk
INV004097,101.66666666666667,4,240082,At Risk
INV004098,41.57142857142857,8,660586,At Risk
INV004099,38.111111111111114,10,1065272,At Risk
INV004100,38.9,11,2016151,At Risk
INV004101,187.5,3,791523,At Risk
INV004102,79.83333333333333,7,779125,At Risk
INV004103,84.0,3,524457,At Risk
INV004104,53.125,9,1592553,At Risk
INV004105,94.0,4,247802,At Risk
INV004106,55.8,6,127689,At Risk
INV004107,58.5,3,460083,At Risk
INV004108,52.5,7,819559,At Risk
INV004109,68.33333333333333,7,529643,At Risk
INV004110,66.0,7,661802,At Risk
INV004111,146.5,3,591688,At Risk
INV004112,34.5,9,678707,Active
INV004113,104.0,2,15112,At Risk
INV004114,31.5,7,681896,Active
INV004115,103.66666666666667,4,343028,At Risk
INV004116,49.4,11,373951,At Risk
INV004117,20.2,6,793668,Active
INV004118,49.875,9,1193263,At Risk
INV004119,64.0,8,642060,At Risk
INV004120,95.0,5,217571,At Risk
INV004121,103.0,4,470488,At Risk
INV004122,136.0,2,12345,At Risk
INV004123,85.0,6,74440,At Risk
INV004124,43.888888888888886,10,1353537,At Risk
INV004125,44.81818181818182,12,583352,At Risk
INV004126,150.0,2,337993,At Risk
INV004127,63.25,9,726625,At Risk
INV004128,45.0,12,1439772,At Risk
INV004129,175.0,2,8115,At Risk
INV004130,65.66666666666667,7,1210143,At Risk
INV004131,65.5,7,459832,At Risk
INV004132,78.2,6,974203,At Risk
INV004133,91.75,5,400780,At Risk
INV004134,39.285714285714285,8,284585,At Risk
INV004135,41.0,12,639424,At Risk
INV004136,,1,315913,Active
INV004137,19.444444444444443,10,1784820,Active
INV004138,48.44444444444444,10,1411109,At Risk
INV004139,127.66666666666667,4,387683,At Risk
INV004140,68.57142857142857,8,1273282,At Risk
INV004141,,1,138770,Active
INV004142,60.5,9,986206,At Risk
INV004143,53.888888888888886,10,880081,At Risk
INV004144,82.0,2,11072,At Risk
INV004145,33.1,11,1737515,Active
INV004146,49.0,10,1183004,At Risk
INV004147,61.0,7,625065,At Risk
INV004148,50.875,9,1205487,At Risk
INV004149,61.5,7,358700,At Risk
INV004150,179.0,3,726273,At Risk
INV004151,45.09090909090909,12,1296768,At Risk
INV004152,60.833333333333336,7,382666,At Risk
INV004153,42.0,11,720824,At Risk
INV004154,46.72727272727273,12,173527,At Risk
INV004155,,1,8375,Active
INV004156,,1,2543,Active
INV004157,71.75,5,980800,At Risk
INV004158,,1,2876,Active
INV004159,59.25,5,213286,At Risk
INV004160,112.25,5,318663,At Risk
INV004161,88.8,6,796526,At Risk
INV004162,87.75,5,307639,At Risk
INV004163,46.5,7,673778,At Risk
INV004164,115.5,3,457903,At Risk
INV004165,69.33333333333333,7,875015,At Risk
INV004166,88.66666666666667,4,456225,At Risk
INV004167,35.0,3,746356,Active
INV004168,37.0,3,164753,At Risk
INV004169,108.5,5,486532,At Risk
INV004170,,1,6786,Active
INV004171,96.0,4,465203,At Risk
INV004172,49.0,10,381069,At Risk
INV004173,71.28571428571429,8,1603605,At Risk
INV004174,60.5,9,1136510,At Risk
INV004175,67.85714285714286,8,89272,At Risk
INV004176,50.0,2,480154,At Risk
INV004177,35.333333333333336,10,341131,At Risk
INV004178,117.75,5,18052,At Risk
INV004179,39.55555555555556,10,1130578,At Risk
INV004180,13.0,2,14248,Active
INV004181,66.71428571428571,8,773918,At Risk
INV004182,43.5,3,224353,At Risk
INV004183,23.333333333333332,4,8752,Active
INV004184,40.22222222222222,10,1394816,At Risk
INV004185,49.8,6,203460,At Risk
INV004186,41.5,3,302014,At Risk
INV004187,57.0,3,14014,At Risk
INV004188,19.0,4,1092671,Active
INV004189,137.5,3,328335,At Risk
INV004190,72.6,6,709950,At Risk
INV004191,48.7,11,686853,At Risk
INV004192,9.5,3,9078,Active
INV004193,87.0,5,980800,At Risk
INV004194,111.0,3,37391,At Risk
INV004195,83.33333333333333,4,539230,At Risk
INV004196,52.22222222222222,10,851053,At Risk
INV004197,142.33333333333334,4,395023,At Risk
INV004198,168.0,2,1758,At Risk
INV004199,48.5,7,139933,At Risk
INV004200,114.5,3,444471,At Risk
INV004201,43.166666666666664,7,1436307,At Risk
INV004202,47.625,9,91560,At Risk
INV004203,51.77777777777778,10,200636,At Risk
INV004204,72.0,7,977889,At Risk
INV004205,51.5,9,704400,At Risk
INV004206,394.0,2,251407,At Risk
INV004207,93.5,5,565336,At Risk
INV004208,45.875,9,1079665,At Risk
INV004209,221.0,2,37818,At Risk
INV004210,48.8,6,973856,At Risk
INV004211,221.5,3,138472,At Risk
INV004212,52.0,9,615013,At Risk
INV004213,31.0,2,399522,Active
INV004214,101.0,3,62195,At Risk
INV004215,40.0,2,13763,At Risk
INV004216,70.28571428571429,8,200762,At Risk
INV004217,33.0,3,227144,Active
INV004218,,1,320141,Active
INV004219,,1,518031,Active
INV004220,73.0,4,162867,At Risk
INV004221,418.0,2,237566,At Risk
INV004222,58.0,6,355194,At Risk
INV004223,43.36363636363637,12,1976215,At Risk
INV004224,43.833333333333336,7,595386,At Risk
INV004225,43.714285714285715,8,928665,At Risk
INV004226,53.44444444444444,10,1981597,At Risk
INV004227,42.0,2,18772,At Risk
INV004228,48.22222222222222,10,700679,At Risk
INV004229,155.5,3,14260,At Risk
INV004230,53.55555555555556,10,2356940,At Risk
INV004231,39.63636363636363,12,1705357,At Risk
INV004232,32.45454545454545,12,1531317,Active
INV004233,70.5,7,1329687,At Risk
INV004234,122.0,2,32313,At Risk
INV004235,25.0,2,176366,Active
INV004236,139.5,3,535623,At Risk
INV004237,65.57142857142857,8,1205006,At Risk
INV004238,27.5,5,663491,Active
INV004239,53.5,9,409573,At Risk
INV004240,101.25,5,41358,At Risk
INV004241,43.90909090909091,12,479295,At Risk
INV004242,133.0,2,23053,At Risk
INV004243,38.63636363636363,12,1200623,At Risk
INV004244,92.5,5,1014040,At Risk
INV004245,,1,199637,Active
INV004246,45.2,11,1068696,At Risk
INV004247,59.375,9,889560,At Risk
INV004248,62.857142857142854,8,620425,At Risk
INV004249,187.0,3,749322,At Risk
INV004250,74.4,6,1476055,At Risk
INV004251,,1,21376,Active
INV004252,58.142857142857146,8,823829,At Risk
INV004253,100.8,6,352037,At Risk
INV004254,59.75,9,1594751,At Risk
INV004255,202.0,2,78364,At Risk
INV004256,152.66666666666666,4,216214,At Risk
INV004257,89.2,6,569390,At Risk
INV004258,43.2,11,464963,At Risk
INV004259,144.66666666666666,4,482060,At Risk
INV004260,144.0,2,76688,At Risk
INV004261,118.5,5,347634,At Risk
INV004262,73.0,6,726533,At Risk
INV004263,91.2,6,419816,At Risk
INV004264,53.714285714285715,8,1433652,At Risk
INV004265,70.16666666666667,7,709214,At Risk
INV004266,37.1,11,1528393,At Risk
INV004267,38.36363636363637,12,1718006,At Risk
INV004268,73.66666666666667,7,1200383,At Risk
INV004269,261.0,2,312905,At Risk
INV004270,49.5,11,1203341,At Risk
INV004271,41.54545454545455,12,1732184,At Risk
INV004272,35.0,8,1158614,Active
INV004273,75.8,6,474637,At Risk
INV004274,48.2,11,2186587,At Risk
INV004275,159.0,2,73996,At Risk
INV004276,20.25,9,2182732,Active
INV004277,112.25,5,117954,At Risk
INV004278,34.18181818181818,12,1610675,Active
INV004279,35.2,11,1009498,At Risk
INV004280,72.66666666666667,7,841755,At Risk
INV004281,45.3,11,1275263,At Risk
INV004282,48.55555555555556,10,289518,At Risk
INV004283,35.5,11,1354376,At Risk
INV004284,68.0,3,39896,At Risk
INV004285,46.6,11,381655,At Risk
INV004286,123.5,3,710514,At Risk
INV004287,45.57142857142857,8,290533,At Risk
INV004288,41.72727272727273,12,935752,At Risk
INV004289,41.72727272727273,12,183947,At Risk
INV004290,44.63636363636363,12,1730184,At Risk
INV004291,138.66666666666666,4,891066,At Risk
INV004292,,1,152985,Active
INV004293,48.44444444444444,10,315894,At Risk
INV004294,63.142857142857146,8,1482584,At Risk
INV004295,42.27272727272727,12,975463,At Risk
INV004296,51.1,11,1099344,At Risk
INV004297,44.0,12,1139601,At Risk
INV004298,43.714285714285715,8,668324,At Risk
INV004299,49.1,11,820216,At Risk
INV004300,32.8,6,611591,Active
INV004301,133.33333333333334,4,428754,At Risk
INV004302,64.33333333333333,7,1188234,At Risk
INV004303,45.5,7,757357,At Risk
INV004304,80.0,5,528082,At Risk
INV004305,103.25,5,675557,At Risk
INV004306,43.22222222222222,10,1205767,At Risk
INV004307,50.5,7,729313,At Risk
INV004308,56.44444444444444,10,518885,At Risk
INV004309,,1,17381,Active
INV004310,79.6,6,657822,At Risk
INV004311,82.25,5,961944,At Risk
INV004312,146.0,2,449812,At Risk
INV004313,50.333333333333336,4,422095,At Risk
INV004314,51.875,9,984584,At Risk
INV004315,70.0,2,233438,At Risk
INV004316,33.0,8,965077,Active
INV004317,172.0,2,241685,At Risk
INV004318,49.75,9,193975,At Risk
INV004319,44.0,12,482270,At Risk
INV004320,83.4,6,390607,At Risk
INV004321,33.6,11,791546,Active
INV004322,58.0,6,611483,At Risk
INV004323,,1,965,Active
INV004324,42.36363636363637,12,1023185,At Risk
INV004325,22.0,2,644892,Active
INV004326,32.81818181818182,12,421977,Active
INV004327,,1,337442,Active
INV004328,143.33333333333334,4,196420,At Risk
INV004329,80.6,6,661546,At Risk
INV004330,142.66666666666666,4,314594,At Risk
INV004331,177.0,2,134869,At Risk
INV004332,45.3,11,803284,At Risk
INV004333,39.333333333333336,7,892917,At Risk
INV004334,76.4,6,705738,At Risk
INV004335,56.375,9,413665,At Risk
INV004336,71.33333333333333,7,674265,At Risk
INV004337,74.4,6,1668017,At Risk
INV004338,40.0,12,519771,At Risk
INV004339,56.5,9,1256799,At Risk
INV004340,62.5,9,964485,At Risk
INV004341,56.142857142857146,8,624464,At Risk
INV004342,77.6,6,431099,At Risk
INV004343,40.09090909090909,12,1681957,At Risk
INV004344,150.33333333333334,4,1593588,At Risk
INV004345,36.54545454545455,12,1593534,At Risk
INV004346,67.4,6,833777,At Risk
INV004347,47.42857142857143,8,1034095,At Risk
INV004348,42.8,11,983251,At Risk
INV004349,47.9,11,1242203,At Risk
INV004350,78.5,5,280018,At Risk
INV004351,178.5,3,87073,At Risk
INV004352,79.8,6,289406,At Risk
INV004353,50.375,9,467624,At Risk
INV004354,59.6,6,454252,At Risk
INV004355,126.0,2,378928,At Risk
INV004356,38.666666666666664,10,1186724,At Risk
INV004357,56.333333333333336,10,523950,At Risk
INV004358,41.45454545454545,12,974853,At Risk
INV004359,118.5,5,1211659,At Risk
INV004360,58.5,9,1177476,At Risk
INV004361,47.888888888888886,10,899317,At Risk
INV004362,41.8,11,1324874,At Risk
INV004363,53.333333333333336,10,1515632,At Risk
INV004364,44.77777777777778,10,1273821,At Risk
INV004365,41.81818181818182,12,1569977,At Risk
INV004366,44.57142857142857,8,839938,At Risk
INV004367,79.5,7,219613,At Risk
INV004368,64.8,6,155074,At Risk
INV004369,45.875,9,1254711,At Risk
INV004370,39.5,3,794015,At Risk
INV004371,117.0,4,590062,At Risk
INV004372,33.90909090909091,12,914553,Active
INV004373,,1,53163,Active
INV004374,53.55555555555556,10,1650253,At Risk
INV004375,83.6,6,652518,At Risk
INV004376,39.72727272727273,12,2187828,At Risk
INV004377,89.0,5,319309,At Risk
INV004378,81.16666666666667,7,1262031,At Risk
INV004379,56.42857142857143,8,1116637,At Risk
INV004380,96.8,6,548632,At Risk
INV004381,70.33333333333333,7,511801,At Risk
INV004382,261.0,2,7866,At Risk
INV004383,,1,8302,Active
INV004384,52.75,9,1498088,At Risk
INV004385,,1,53072,Active
INV004386,61.5,3,354897,At Risk
INV004387,113.66666666666667,4,660532,At Risk
INV004388,42.72727272727273,12,2104186,At Risk
INV004389,27.0,3,636616,Active
INV004390,133.0,4,942735,At Risk
INV004391,49.0,7,511822,At Risk
INV004392,50.22222222222222,10,701199,At Risk
INV004393,45.833333333333336,7,1253163,At Risk
INV004394,121.66666666666667,4,133413,At Risk
INV004395,113.0,2,151502,At Risk
INV004396,,1,242810,Active
INV004397,,1,210482,Active
INV004398,93.0,6,923978,At Risk
INV004399,124.5,3,757420,At Risk
INV004400,39.0,11,1421229,At Risk
INV004401,61.125,9,408970,At Risk
INV004402,173.0,3,259333,At Risk
INV004403,45.55555555555556,10,1357980,At Risk
INV004404,108.33333333333333,4,700162,At Risk
INV004405,,1,496031,Active
INV004406,74.0,3,121967,At Risk
INV004407,43.5,7,702691,At Risk
INV004408,63.666666666666664,7,1171482,At Risk
INV004409,,1,80706,Active
INV004410,37.18181818181818,12,484344,At Risk
INV004411,53.375,9,1077719,At Risk
INV004412,70.57142857142857,8,143230,At Risk
INV004413,48.3,11,847375,At Risk
INV004414,41.888888888888886,10,524610,At Risk
INV004415,135.0,3,250610,At Risk
INV004416,,1,4257,Active
INV004417,83.33333333333333,4,753491,At Risk
INV004418,39.5,7,485635,At Risk
INV004419,78.0,3,929353,At Risk
INV004420,108.75,5,68654,At Risk
INV004421,56.75,9,438018,At Risk
INV004422,458.0,2,408380,At Risk
INV004423,68.0,2,392760,At Risk
INV004424,101.0,2,7861,At Risk
INV004425,109.33333333333333,4,259754,At Risk
INV004426,86.66666666666667,4,110356,At Risk
INV004427,46.18181818181818,12,342958,At Risk
INV004428,37.3,11,1181844,At Risk
INV004429,17.0,2,247304,Active
INV004430,122.0,2,63225,At Risk
INV004431,,1,35842,Active
INV004432,177.0,3,678369,At Risk
INV004433,69.0,2,245358,At Risk
